valor_frete,cidade_cliente,estado_cliente,cidade_vendedor,estado_vendedor
12.69,regente feijo,SP,campo limpo paulista,SP
12.69,cotia,SP,laranjal paulista,SP
12.69,ribeirao preto,SP,sao paulo,SP
12.69,campinas,SP,campo limpo paulista,SP
12.69,adamantina,SP,sao paulo,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,sao bernardo do campo,SP,ibitinga,SP
12.69,ubatuba,SP,ribeirao preto,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,macatuba,SP,praia grande,SP
12.69,sao paulo,SP,assis,SP
12.69,sao paulo,SP,jacarei,SP
12.69,sao carlos,SP,santo andre,SP
12.69,sao paulo,SP,ribeirao preto,SP
12.69,cachoeira paulista,SP,jau,SP
12.69,itu,SP,sao carlos,SP
12.69,embu das artes,SP,ibitinga,SP
12.69,santos,SP,sorocaba,SP
12.69,campo limpo paulista,SP,salto,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,santa cruz do rio pardo,SP,garca,SP
12.69,tatui,SP,piracicaba,SP
12.69,sao paulo,SP,franca,SP
12.69,votuporanga,SP,sao paulo,SP
12.69,votuporanga,SP,sao paulo,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,taubate,SP,ribeirao preto,SP
12.69,sao paulo,SP,campo limpo paulista,SP
12.69,mombuca,SP,ribeirao preto,SP
12.69,santos,SP,serra negra,SP
12.69,cotia,SP,registro,SP
12.69,presidente epitacio,SP,poa,SP
12.69,presidente epitacio,SP,poa,SP
12.69,sao paulo,SP,jales,SP
12.69,sao paulo,SP,jales,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,embu das artes,SP,ibitinga,SP
12.69,praia grande,SP,ibitinga,SP
12.69,santa cruz do rio pardo,SP,vicente de carvalho,SP
12.69,santa cruz do rio pardo,SP,vicente de carvalho,SP
12.69,santa cruz do rio pardo,SP,vicente de carvalho,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,monte azul paulista,SP,barueri,SP
12.69,itapetininga,SP,bauru,SP
12.69,arcos,MG,betim,MG
12.69,salto,SP,campo limpo paulista,SP
12.69,itanhaem,SP,sao paulo,SP
12.69,osasco,SP,ibitinga,SP
12.69,taiobeiras,MG,sete lagoas,MG
12.69,sao paulo,SP,ibitinga,SP
12.69,tupa,SP,ribeirao preto,SP
12.69,tupa,SP,ribeirao preto,SP
12.69,tupa,SP,ribeirao preto,SP
12.69,tupa,SP,ribeirao preto,SP
12.69,taubate,SP,praia grande,SP
12.69,presidente prudente,SP,itatiba,SP
12.69,sao paulo,SP,assis,SP
12.69,itanhaem,SP,sao paulo,SP
12.69,itanhaem,SP,sao paulo,SP
12.69,itanhaem,SP,sao paulo,SP
12.69,itanhaem,SP,sao paulo,SP
12.69,itanhaem,SP,sao paulo,SP
12.69,itanhaem,SP,sao paulo,SP
12.69,carapicuiba,SP,laranjal paulista,SP
12.69,franca,SP,assis,SP
12.69,monte mor,SP,monteiro lobato,SP
12.69,jundiai,SP,ribeirao preto,SP
12.69,jundiai,SP,ribeirao preto,SP
12.69,tatui,SP,votorantim,SP
12.69,sao paulo,SP,ribeirao preto,SP
12.69,sao paulo,SP,ribeirao preto,SP
12.69,monte alto,SP,campo limpo paulista,SP
12.69,sao paulo,SP,sao jose do rio preto,SP
12.69,cotia,SP,cruzeiro,SP
12.69,paulinia,SP,ribeirao preto,SP
12.69,paulinia,SP,ribeirao preto,SP
12.69,franco da rocha,SP,ibitinga,SP
12.69,uberaba,MG,arinos,MG
12.69,guaira,SP,sao paulo,SP
12.69,adamantina,SP,sao paulo,SP
12.69,varzea paulista,SP,praia grande,SP
12.69,sao jose do rio preto,SP,ibitinga,SP
12.69,sao jose do rio preto,SP,ibitinga,SP
12.69,ilhabela,SP,campo limpo paulista,SP
12.69,sao paulo,SP,guariba,SP
12.69,sao paulo,SP,campo limpo paulista,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,macatuba,SP,ibitinga,SP
12.69,gastao vidigal,SP,carapicuiba,SP
12.69,sao paulo,SP,ribeirao preto,SP
12.69,jau,SP,barretos,SP
12.69,sao paulo,SP,congonhal,MG
12.69,lencois paulista,SP,salto,SP
12.69,capao bonito,SP,sao paulo,SP
12.69,capao bonito,SP,sao paulo,SP
12.69,taboao da serra,SP,ibitinga,SP
12.69,araras,SP,sao paulo,SP
12.69,araras,SP,sao paulo,SP
12.69,araras,SP,sao paulo,SP
12.69,araras,SP,sao paulo,SP
12.69,araras,SP,sao paulo,SP
12.69,araras,SP,sao paulo,SP
12.69,guaicara,SP,sao paulo,SP
12.69,guaicara,SP,sao paulo,SP
12.69,sorocaba,SP,ibitinga,SP
12.69,sorocaba,SP,ibitinga,SP
12.69,sao paulo,SP,campo limpo paulista,SP
12.69,sao jose do rio preto,SP,sao paulo,SP
12.69,batatais,SP,santos,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,campinas,SP,ibitinga,SP
12.69,sao paulo,SP,tanabi,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,sao paulo,SP,ibitinga,SP
12.69,ferraz de vasconcelos,SP,ibitinga,SP
12.69,bonfim paulista,SP,carapicuiba,SP
12.69,bonfim paulista,SP,carapicuiba,SP
12.69,bonfim paulista,SP,carapicuiba,SP
12.69,bonfim paulista,SP,carapicuiba,SP
12.69,itapeva,SP,guariba,SP
12.69,fernandopolis,SP,ibitinga,SP
12.69,sao paulo,SP,guariba,SP
12.69,sao paulo,SP,guariba,SP
12.69,sao paulo,SP,guariba,SP
12.69,sao paulo,SP,guariba,SP
12.69,sao paulo,SP,guariba,SP
12.69,taboao da serra,SP,ibitinga,SP
12.69,itapira,SP,atibaia,SP
12.69,sao bernardo do campo,SP,serra negra,SP
12.69,sao paulo,SP,ribeirao preto,SP
12.69,campinas,SP,ibitinga,SP
12.69,sao paulo,SP,ribeirao preto,SP
12.69,ilhabela,SP,sao paulo,SP
12.68,olimpia,SP,riberao preto,SP
12.68,sao paulo,SP,maringa,PR
12.68,cascavel,PR,cascavel,PR
12.68,atibaia,SP,londrina,PR
12.68,atibaia,SP,londrina,PR
12.68,santo andre,SP,jau,SP
12.68,sao paulo,SP,maringa,PR
12.68,sao paulo,SP,maringa,PR
12.68,panelas,PE,caruaru,PE
12.68,sao paulo,SP,jau,SP
12.68,barueri,SP,maringa,PR
12.68,barueri,SP,maringa,PR
12.68,sao paulo,SP,riberao preto,SP
12.68,sao paulo,SP,guariba,SP
12.68,sao paulo,SP,sumare,SP
12.68,sorocaba,SP,piracicaba,SP
12.68,sorocaba,SP,piracicaba,SP
12.68,ibiuna,SP,ribeirao preto,SP
12.68,curitiba,PR,cascavel,PR
12.68,sao bernardo do campo,SP,jau,SP
12.68,cruzeiro,SP,riberao preto,SP
12.68,cruzeiro,SP,riberao preto,SP
12.68,osasco,SP,sao paulo,SP
12.68,salto,SP,piracicaba,SP
12.68,lorena,SP,ribeirao preto,SP
12.68,diadema,SP,maringa,PR
12.68,foz do iguacu,PR,curitiba,PR
12.68,curitiba,PR,curitiba,PR
12.68,descalvado,SP,riberao preto,SP
12.68,curitiba,PR,curitiba,PR
12.68,sao paulo,SP,maringa,PR
12.67,sao paulo,SP,sao paulo,SP
12.67,sao paulo,SP,sao paulo,SP
12.67,salto,SP,poa,SP
12.67,indaial,SC,videira,SC
12.67,guarulhos,SP,sao paulo,SP
12.67,curitiba,PR,joinville,SC
12.67,birigui,SP,sarandi,PR
12.67,campinas,SP,maringa,PR
12.67,santana de parnaiba,SP,sao paulo,SP
12.67,sao paulo,SP,cajamar,SP
12.67,curitiba,PR,santa barbara d'oeste,SP
12.67,sao paulo,SP,cajamar,SP
12.67,sao caetano do sul,SP,cajamar,SP
12.67,guaruja,SP,santo andre,SP
12.67,sao paulo,SP,sao paulo,SP
12.67,santos,SP,cajamar,SP
12.67,goiania,GO,goiania,GO
12.67,mogi das cruzes,SP,maringa,PR
12.66,sao joao,PR,maringa,PR
12.66,guaratingueta,SP,maringa,PR
12.66,sao paulo,SP,sao paulo,SP
12.66,mairipora,SP,maringa,PR
12.66,campinas,SP,piracicaba,SP
12.66,sao paulo,SP,maringa,PR
12.66,curitiba,PR,blumenau,SC
12.66,sao paulo,SP,maringa,PR
12.66,embu,SP,bady bassitt,SP
12.66,sao jose do rio preto,SP,maringa,PR
12.66,sao paulo,SP,maringa,PR
12.66,sao paulo,SP,maringa,PR
12.66,sao paulo,SP,maringa,PR
12.66,barretos,SP,maringa,PR
12.66,sao bernardo do campo,SP,maringa,PR
12.66,sao paulo,SP,maringa,PR
12.66,rio de janeiro,RJ,petropolis,RJ
12.66,rio de janeiro,RJ,petropolis,RJ
12.66,santo andre,SP,maringa,PR
12.65,campinas,SP,ibitinga,SP
12.65,sao paulo,SP,maringa,PR
12.65,campinas,SP,piracicaba,SP
12.65,cascavel,PR,cascavel,PR
12.65,sertaozinho,SP,maringa,PR
12.65,presidente prudente,SP,maringa,PR
12.65,sao bernardo do campo,SP,maringa,PR
12.65,taboao da serra,SP,jacarei,SP
12.65,sao jose dos campos,SP,maringa,PR
12.65,sao paulo,SP,rio de janeiro,RJ
12.65,sao paulo,SP,ferraz de vasconcelos,SP
12.65,sao paulo,SP,praia grande,SP
12.65,curitiba,PR,maringa,PR
12.65,santos,SP,maringa,PR
12.65,pato branco,PR,maringa,PR
12.65,pato branco,PR,maringa,PR
12.65,pato branco,PR,maringa,PR
12.65,pato branco,PR,maringa,PR
12.65,pato branco,PR,maringa,PR
12.65,sao paulo,SP,praia grande,SP
12.65,bauru,SP,maringa,PR
12.65,osasco,SP,indaiatuba,SP
12.65,belem,PA,sao paulo,SP
12.65,sao jose dos campos,SP,maringa,PR
12.65,poa,SP,maringa,PR
12.65,campinas,SP,salto,SP
12.65,santo andre,SP,sao paulo,SP
12.65,sao paulo,SP,maringa,PR
12.65,sao paulo,SP,maringa,PR
12.65,belo horizonte,MG,juiz de fora,MG
12.65,belo horizonte,MG,juiz de fora,MG
12.65,jundiai,SP,piracicaba,SP
12.65,pinhais,PR,maringa,PR
12.65,sao carlos,SP,maringa,PR
12.65,sao paulo,SP,maringa,PR
12.65,curitiba,PR,maringa,PR
12.65,sao goncalo,RJ,volta redonda,SP
12.65,taboao da serra,SP,maringa,PR
12.65,sao jose dos campos,SP,maringa,PR
12.65,sao paulo,SP,sarandi,PR
12.65,sao jose dos campos,SP,maringa,PR
12.65,sao paulo,SP,maringa,PR
12.65,sao paulo,SP,piracicaba,SP
12.65,sao paulo,SP,maringa,PR
12.65,sao paulo,SP,jacarei,SP
12.65,jundiai,SP,maringa,PR
12.64,presidente prudente,SP,franca,SP
12.64,sao paulo,SP,praia grande,SP
12.64,sao paulo,SP,piracicaba,SP
12.64,macae,RJ,petropolis,RJ
12.64,cunha,SP,ibitinga,SP
12.64,sao paulo,SP,guariba,SP
12.64,itanhaem,SP,franca,SP
12.64,taboao da serra,SP,praia grande,SP
12.64,adamantina,SP,franca,SP
12.64,guarulhos,SP,praia grande,SP
12.64,atibaia,SP,praia grande,SP
12.64,pompeia,SP,franca,SP
12.64,sao paulo,SP,tabatinga,SP
12.64,sao paulo,SP,praia grande,SP
12.64,andira,PR,maringa,PR
12.64,andira,PR,maringa,PR
12.64,passos,MG,belo horizonte,MG
12.64,sao vicente,SP,praia grande,SP
12.64,guaruja,SP,guariba,SP
12.64,sao paulo,SP,guariba,SP
12.64,sao paulo,SP,guariba,SP
12.63,curitiba,PR,maringa,PR
12.63,porto alegre,RS,caxias do sul,RS
12.63,araraquara,SP,ibitinga,SP
12.63,botucatu,SP,maringa,PR
12.63,botucatu,SP,maringa,PR
12.63,ararangua,SC,joinville,SC
12.63,sao paulo,SP,sao paulo,SP
12.63,ribeirao pires,SP,ribeirao preto,SP
12.63,santa rosa,RS,porto alegre,RS
12.63,macae,RJ,petropolis,RJ
12.63,sao paulo,SP,santo andre,SP
12.62,guarulhos,SP,maringa,PR
12.62,guarulhos,SP,maringa,PR
12.62,sorocaba,SP,guariba,SP
12.62,juiz de fora,MG,araguari,MG
12.62,barueri,SP,guara,SP
12.62,sao paulo,SP,maringa,PR
12.62,sorocaba,SP,guariba,SP
12.62,santa barbara d'oeste,SP,guariba,SP
12.62,guarulhos,SP,guariba,SP
12.62,sao paulo,SP,porto seguro,BA
12.62,curitiba,PR,maringa,PR
12.62,sao paulo,SP,guariba,SP
12.62,lorena,SP,ibitinga,SP
12.62,blumenau,SC,blumenau,SC
12.62,passa quatro,MG,araguari,MG
12.62,taquaritinga,SP,guariba,SP
12.62,sao jose dos campos,SP,andradas,SP
12.62,sao paulo,SP,sao paulo,SP
12.62,franco da rocha,SP,guariba,SP
12.62,araraquara,SP,piracicaba,SP
12.62,catanduva,SP,ibitinga,SP
12.62,sao paulo,SP,guariba,SP
12.62,artur nogueira,SP,maringa,PR
12.62,sao paulo,SP,apucarana,PR
12.62,boituva,SP,maringa,PR
12.62,sao paulo,SP,guariba,SP
12.62,iracemapolis,SP,guariba,SP
12.62,sao bernardo do campo,SP,ibitinga,SP
12.62,salvador,BA,ribeirao preto,SP
12.62,sao paulo,SP,apucarana,PR
12.62,sao paulo,SP,apucarana,PR
12.62,salto de pirapora,SP,praia grande,SP
12.62,sao paulo,SP,maringa,PR
12.62,pocos de caldas,MG,belo horizonte,MG
12.62,marilia,SP,maringa,PR
12.62,sao paulo,SP,sao carlos,SP
12.62,sao caetano do sul,SP,maringa,PR
12.62,sao paulo,SP,maringa,PR
12.62,ribeirao preto,SP,guariba,SP
12.61,anapolis,GO,brasilia,DF
12.61,sorocaba,SP,piracicaba,SP
12.61,tres coracoes,MG,belo horizonte,MG
12.61,sao paulo,SP,maringa,PR
12.61,sao paulo,SP,sao bernardo do campo,SP
12.61,mogi das cruzes,SP,guariba,SP
12.61,sao jose dos campos,SP,praia grande,SP
12.61,birigui,SP,praia grande,SP
12.61,candido mota,SP,guarulhos,SP
12.61,mogi mirim,SP,ribeirao preto,SP
12.61,guarulhos,SP,sarandi,PR
12.61,sao paulo,SP,maringa,PR
12.61,sao paulo,SP,maringa,PR
12.61,santos,SP,sao bernardo do campo,SP
12.61,sao paulo,SP,ibitinga,SP
12.61,piracicaba,SP,sao paulo,SP
12.61,sao jose dos campos,SP,suzano,SP
12.61,curitiba,PR,maringa,PR
12.61,sao paulo,SP,guariba,SP
12.61,guarulhos,SP,sarandi,PR
12.61,ribeirao preto,SP,maringa,PR
12.61,ribeirao preto,SP,maringa,PR
12.61,sao carlos,SP,maringa,PR
12.61,sao paulo,SP,piracicaba,SP
12.61,pouso alegre,MG,sao paulo,SP
12.61,piracicaba,SP,maringa,PR
12.61,teofilo otoni,MG,belo horizonte,MG
12.61,aluminio,SP,ribeirao preto,SP
12.61,sao paulo,SP,maringa,PR
12.61,rio de janeiro,RJ,mesquita,RJ
12.61,maua,SP,sao paulo,SP
12.61,fazenda rio grande,PR,curitiba,PR
12.61,sao paulo,SP,sao bernardo do campo,SP
12.61,itapetininga,SP,braganca paulista,SP
12.61,sao paulo,SP,maringa,PR
12.61,sao paulo,SP,maringa,PR
12.61,sao jose dos campos,SP,maringa,PR
12.61,sao paulo,SP,maringa,PR
12.61,ribeirao preto,SP,sarandi,PR
12.61,ribeirao preto,SP,sarandi,PR
12.61,pocos de caldas,MG,belo horizonte,MG
12.61,carapicuiba,SP,guariba,SP
12.61,sao paulo,SP,ribeirao preto,SP
12.61,criciuma,SC,joinville,SC
12.61,sao paulo,SP,sao paulo,SP
12.61,presidente prudente,SP,maringa,PR
12.61,sao paulo,SP,maringa,PR
12.61,santos,SP,maringa,PR
12.61,piracicaba,SP,sao paulo,SP
12.61,ponta grossa,PR,curitiba,PR
12.61,sao luis,MA,sao paulo,SP
12.61,belo horizonte,MG,belo horizonte,MG
12.61,sumare,SP,sao bernardo do campo,SP
12.61,sao paulo,SP,sao paulo,SP
12.61,uberaba,MG,ribeirao preto,SP
12.61,rio do antonio,BA,salvador,BA
12.61,rio do antonio,BA,salvador,BA
12.61,piracicaba,SP,maringa,PR
12.61,sao paulo,SP,franca,SP
12.61,sertaozinho,SP,maringa,PR
12.61,campinas,SP,maringa,PR
12.61,sao jose dos campos,SP,maringa,PR
12.61,sao paulo,SP,assis,SP
12.61,botucatu,SP,ibitinga,SP
12.61,taboao da serra,SP,maringa,PR
12.61,curitiba,PR,maringa,PR
12.6,cacador,SC,joinville,SC
12.6,campinas,SP,sao paulo,SP
12.6,santos,SP,praia grande,SP
12.6,barueri,SP,santo andre,SP
12.6,guaratingueta,SP,guarulhos,SP
12.6,olinda,PE,brejao,PE
12.6,florianopolis,SC,blumenau,SC
12.6,sao paulo,SP,sao paulo,SP
12.6,sao paulo,SP,sao paulo,SP
12.6,itatiba,SP,santo andre,SP
12.6,santos,SP,sao paulo,SP
12.6,guarulhos,SP,sao paulo,SP
12.6,tubarao,SC,blumenau,SC
12.6,florianopolis,SC,blumenau,SC
12.6,florianopolis,SC,blumenau,SC
12.6,joinville,SC,timbo,SC
12.6,recife,PE,caruaru,PE
12.6,santo andre,SP,santo andre,SP
12.6,joinville,SC,blumenau,SC
12.6,sao paulo,SP,santo andre,SP
12.6,sao paulo,SP,praia grande,SP
12.6,sao paulo,SP,diadema,SP
12.6,monte azul paulista,SP,guarulhos,SP
12.6,monte azul paulista,SP,guarulhos,SP
12.6,brasilia,DF,goiania,GO
12.6,curitiba,PR,blumenau,SC
12.6,sao jose dos campos,SP,sao paulo,SP
12.6,sao paulo,SP,indaiatuba,SP
12.6,sao miguel do oeste,SC,rio do sul,SC
12.6,sao miguel do oeste,SC,rio do sul,SC
12.6,grao para,SC,blumenau,SC
12.6,sao paulo,SP,itatiba,SP
12.6,sao paulo,SP,sao paulo,SP
12.6,sao paulo,SP,sao paulo,SP
12.6,florianopolis,SC,blumenau,SC
12.6,florianopolis,SC,blumenau,SC
12.6,florianopolis,SC,blumenau,SC
12.6,florianopolis,SC,blumenau,SC
12.6,florianopolis,SC,blumenau,SC
12.6,florianopolis,SC,blumenau,SC
12.6,sao jose dos pinhais,PR,itajai,SP
12.6,brasilia,DF,goiania,GO
12.6,santo andre,SP,sao paulo,SP
12.6,brasilia,DF,goiania,GO
12.6,itapecerica da serra,SP,sao paulo,SP
12.6,florianopolis,SC,blumenau,SC
12.6,jacarei,SP,santos,SP
12.6,sao paulo,SP,osasco,SP
12.6,jacarei,SP,sao paulo,SP
12.6,osasco,SP,indaiatuba,SP
12.6,osasco,SP,indaiatuba,SP
12.6,osasco,SP,indaiatuba,SP
12.6,caieiras,SP,santo andre,SP
12.6,itapecerica da serra,SP,sao paulo,SP
12.6,sao paulo,SP,diadema,SP
12.6,birigui,SP,guarulhos,SP
12.6,sao jose,SC,blumenau,SC
12.6,chapeco,SC,blumenau,SC
12.6,santana de parnaiba,SP,pirituba,SP
12.6,jaragua do sul,SC,itapema,SC
12.6,curitiba,PR,brusque,SC
12.6,joacaba,SC,canoinhas,SC
12.6,sao jose dos campos,SP,praia grande,SP
12.6,sao jose dos campos,SP,praia grande,SP
12.6,blumenau,SC,florianopolis,SC
12.6,curitiba,PR,blumenau,SC
12.6,sao paulo,SP,itatiba,SP
12.6,curitiba,PR,blumenau,SC
12.6,sao jose,SC,jaguaruna,SC
12.6,chapeco,SC,blumenau,SC
12.59,sao paulo,SP,santa rita do sapucai,MG
12.59,birigui,SP,maringa,PR
12.59,sao paulo,SP,assis,SP
12.59,conchas,SP,assis,SP
12.59,sao paulo,SP,assis,SP
12.59,sao paulo,SP,ribeirao preto,SP
12.59,sao paulo,SP,riberao preto,SP
12.59,vitoria,ES,uba,MG
12.59,botucatu,SP,umuarama,PR
12.59,rio de janeiro,RJ,santo andre,SP
12.59,indaiatuba,SP,sao paulo,SP
12.59,indaiatuba,SP,sao paulo,SP
12.59,juiz de fora,MG,rio de janeiro,RJ
12.59,barueri,SP,ribeirao preto,SP
12.59,barueri,SP,ribeirao preto,SP
12.59,caraguatatuba,SP,franca,SP
12.59,mata de sao joao,BA,sao paulo,SP
12.59,campinas,SP,ibitinga,SP
12.59,sao bernardo do campo,SP,ribeirao preto,SP
12.59,sao bernardo do campo,SP,ribeirao preto,SP
12.58,brasilia,DF,ibitinga,SP
12.58,taboao da serra,SP,santos,SP
12.58,barueri,SP,jacarei,SP
12.58,juiz de fora,MG,belo horizonte,MG
12.58,congonhas,MG,belo horizonte,MG
12.58,pouso alegre,MG,sao paulo,SP
12.58,monte siao,MG,salto,SP
12.58,rio de janeiro,RJ,petropolis,RJ
12.58,sao paulo,SP,maringa,PR
12.58,valinhos,SP,limeira,SP
12.58,ponte nova,MG,belo horizonte,MG
12.58,barueri,SP,sao paulo,SP
12.57,sao paulo,SP,salto,SP
12.57,teresopolis,RJ,petropolis,RJ
12.57,porto alegre,RS,itajai,SC
12.57,franco da rocha,SP,ribeirao preto,SP
12.57,sao paulo,SP,bertioga,SP
12.57,potirendaba,SP,ibitinga,SP
12.57,sao paulo,SP,sao bernardo do campo,SP
12.57,sao paulo,SP,sumare,SP
12.57,guarulhos,SP,ibitinga,SP
12.57,sao paulo,SP,sao bernardo do campo,SP
12.57,santo andre,SP,guarulhos,SP
12.57,sao paulo,SP,sao paulo,SP
12.57,goiania,GO,brasilia,DF
12.57,goiania,GO,brasilia,DF
12.57,sao paulo,SP,ibitinga,SP
12.57,itupeva,SP,sao paulo,SP
12.56,monte mor,SP,salto,SP
12.56,sao paulo,SP,salto,SP
12.56,curitiba,PR,maringa,PR
12.56,belo horizonte,MG,itatiba,SP
12.56,barueri,SP,santo andre,SP
12.56,sao paulo,SP,maringa,PR
12.56,americana,SP,diadema,SP
12.56,diadema,SP,salto,SP
12.56,guarulhos,SP,praia grande,SP
12.56,sao paulo,SP,sao paulo,SP
12.56,volta redonda,RJ,petropolis,RJ
12.55,bauru,SP,tres coracoes,MG
12.55,bauru,SP,umuarama,PR
12.55,sao paulo,SP,umuarama,PR
12.55,coromandel,MG,sete lagoas,MG
12.55,coromandel,MG,sete lagoas,MG
12.55,sao paulo,SP,umuarama,PR
12.55,guaraci,SP,sao paulo,SP
12.55,sao paulo,SP,franca,SP
12.55,sao paulo,SP,franca,SP
12.55,sao paulo,SP,franca,SP
12.55,sao domingos das dores,MG,belo horizonte,MG
12.55,carapicuiba,SP,franca,SP
12.55,sumare,SP,franca,SP
12.55,niteroi,RJ,poa,SP
12.55,toledo,PR,umuarama,PR
12.55,sao paulo,SP,sao jose do rio preto,SP
12.55,sao paulo,SP,franca,SP
12.55,sao paulo,SP,franca,SP
12.55,sao paulo,SP,diadema,SP
12.55,itaporanga,SP,franca,SP
12.55,itaporanga,SP,franca,SP
12.55,sorocaba,SP,umuarama,PR
12.55,curitiba,PR,umuarama,PR
12.55,sao paulo,SP,franca,SP
12.55,atibaia,SP,franca,SP
12.55,santos,SP,franca,SP
12.55,itapetininga,SP,santana de parnaiba,SP
12.55,sao paulo,SP,franca,SP
12.55,maua,SP,jau,SP
12.55,matao,SP,umuarama,PR
12.55,monte carmelo,MG,alfenas,MG
12.55,engenheiro coelho,SP,franca,SP
12.55,osasco,SP,franca,SP
12.55,sao paulo,SP,guara,SP
12.55,guaruja,SP,umuarama,PR
12.55,sao paulo,SP,diadema,SP
12.55,vargem grande paulista,SP,franca,SP
12.55,jacarei,SP,franca,SP
12.55,sao vicente,SP,umuarama,PR
12.55,sao paulo,SP,franca,SP
12.55,suzano,SP,franca,SP
12.55,sao paulo,SP,umuarama,PR
12.55,sao paulo,SP,franca,SP
12.55,sao paulo,SP,franca,SP
12.55,campinas,SP,riberao preto,SP
12.55,jaboticabal,SP,franca,SP
12.55,santo andre,SP,franca,SP
12.55,suzano,SP,franca,SP
12.55,osasco,SP,guariba,SP
12.55,piracicaba,SP,praia grande,SP
12.55,goiania,GO,brasilia,DF
12.55,sao jose dos campos,SP,bauru,SP
12.55,aracatuba,SP,tatui,SP
12.55,embu-guacu,SP,franca,SP
12.55,sao paulo,SP,diadema,SP
12.55,sao paulo,SP,franca,SP
12.55,itaquaquecetuba,SP,franca,SP
12.55,sao jose do ouro,RS,porto alegre,RS
12.55,sao jose do ouro,RS,porto alegre,RS
12.55,mairipora,SP,umuarama,PR
12.54,santos,SP,piracicaba,SP
12.54,salto,SP,sao paulo,SP
12.54,salto,SP,sao paulo,SP
12.54,ferraz de vasconcelos,SP,piracicaba,SP
12.54,sao jose dos campos,SP,piracicaba,SP
12.54,curitiba,PR,curitiba,PR
12.54,sao jose do rio preto,SP,pradopolis,SP
12.54,peruibe,SP,sao paulo,SP
12.54,botucatu,SP,guariba,SP
12.54,sao paulo,SP,guarulhos,SP
12.54,patrocinio,MG,belo horizonte,MG
12.54,patrocinio,MG,belo horizonte,MG
12.54,sorocaba,SP,piracicaba,SP
12.54,sorocaba,SP,piracicaba,SP
12.54,toledo,PR,curitiba,PR
12.54,campinas,SP,sao paulo,SP
12.54,sao paulo,SP,piracicaba,SP
12.54,sao paulo,SP,ribeirao preto,SP
12.54,guarulhos,SP,guarulhos,SP
12.54,lavras,MG,uberlandia,MG
12.54,sao jose dos pinhais,PR,curitiba,PR
12.54,cubatao,SP,piracicaba,SP
12.54,sao paulo,SP,guarulhos,SP
12.54,indaiatuba,SP,pradopolis,SP
12.54,erechim,RS,sao paulo,SP
12.54,ribeirao preto,SP,santana de parnaiba,SP
12.54,atibaia,SP,riberao preto,SP
12.54,guarulhos,SP,maringa,PR
12.54,guarulhos,SP,maringa,PR
12.54,sao paulo,SP,maringa,PR
12.54,atibaia,SP,guariba,SP
12.54,sao paulo,SP,jacarei,SP
12.54,guaira,SP,jacarei,SP
12.54,embu-guacu,SP,jacarei,SP
12.54,sao vicente,SP,piracicaba,SP
12.54,sao carlos,SP,sao paulo,SP
12.54,guarulhos,SP,pradopolis,SP
12.54,sao bernardo do campo,SP,piracicaba,SP
12.54,sao paulo,SP,piracicaba,SP
12.54,jundiai,SP,piracicaba,SP
12.54,jundiai,SP,piracicaba,SP
12.54,cacapava,SP,sao paulo,SP
12.54,conchal,SP,pradopolis,SP
12.54,taboao da serra,SP,ibitinga,SP
12.54,contagem,MG,uberlandia,MG
12.54,campinas,SP,franca,SP
12.54,guarulhos,SP,piracicaba,SP
12.54,registro,SP,guariba,SP
12.53,sao paulo,SP,jacarei,SP
12.53,maua,SP,salto,SP
12.53,maua,SP,salto,SP
12.53,sao paulo,SP,pirituba,SP
12.53,campos dos goytacazes,RJ,rio de janeiro,RJ
12.53,sao paulo,SP,jacarei,SP
12.53,sao bernardo do campo,SP,pradopolis,SP
12.53,sao jose do rio preto,SP,jacarei,SP
12.53,sao joao del rei,MG,belo horizonte,MG
12.53,jundiai,SP,sao paulo,SP
12.53,curvelo,MG,belo horizonte,MG
12.53,santos,SP,sarandi,PR
12.53,osasco,SP,pirituba,SP
12.53,braganca paulista,SP,guarulhos,SP
12.53,sao paulo,SP,sao paulo,SP
12.53,sao paulo,SP,atibaia,SP
12.53,santo andre,SP,sao paulo,SP
12.53,queimados,RJ,jaragua do sul,SC
12.53,sao paulo,SP,sarandi,PR
12.53,sao paulo,SP,sarandi,PR
12.53,barueri,SP,hortolandia,SP
12.53,sao jose do rio preto,SP,jacarei,SP
12.52,campinas,SP,pradopolis,SP
12.52,campinas,SP,pradopolis,SP
12.52,varzea paulista,SP,guariba,SP
12.52,sao paulo,SP,sao paulo,SP
12.52,carapicuiba,SP,guariba,SP
12.52,sao paulo,SP,londrina,PR
12.52,sao paulo,SP,salto,SP
12.52,sao paulo,SP,salto,SP
12.52,birigui,SP,sao jose do rio preto,SP
12.52,sao paulo,SP,guariba,SP
12.52,jundiai,SP,salto,SP
12.52,maua,SP,guariba,SP
12.52,sorocaba,SP,pradopolis,SP
